Geneid	incl0801.srt.bam	incl0802.srt.bam	ivcl0801.srt.bam	ivcl0802.srt.bam	incl1601.srt.bam	incl1602.srt.bam	ivcl1601.srt.bam	ivcl1602.srt.bam	incl3201.srt.bam	incl3202.srt.bam	ivcl3201.srt.bam	ivcl3202.srt.bam
LOC101118515	0	0	0	4	0	0	0	0	0	0	0	0
LOC101117999	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605931	0	0	3	2	0	0	1	0	0	0	16	0
LOC101117739	0	0	0	0	0	2	0	0	0	0	0	0
LOC105605930	0	17	15	3	0	0	0	4	4	0	6	0
LOC101117229	0	0	0	1	0	0	0	0	0	0	0	0
LOC105605929	0	0	2	0	0	0	0	0	0	0	0	0
LOC101116714	0	182	232	23	65	0	4	73	7	0	198	289
LOC105605928	0	0	0	0	0	12	0	2	3	0	6	1
LOC105605927	6	0	7	4	0	7	0	0	0	0	4	6
LOC105605926	3	4	180	202	24	5	148	104	1	10	86	117
LOC101115948	0	0	0	1	0	0	0	0	0	0	0	14
LOC101115441	0	10	14	0	0	0	0	0	0	0	0	0
LOC106992029	2	0	0	9	0	0	6	0	0	0	0	0
LOC105605925	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114941	0	0	0	0	0	0	0	0	12	12	0	0
LOC105605924	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114687	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113399	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114178	0	0	0	0	3	0	0	0	0	0	0	0
LOC101113922	0	0	0	0	0	2	0	0	0	0	0	0
LOC101113665	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605922	0	0	0	0	0	0	2	0	0	4	0	0
LOC105605921	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112891	0	0	0	0	0	2	0	0	0	8	0	0
LOC105605920	9	46	25	0	26	19	0	4	0	0	2	1
LOC106990194	156	224	13	37	233	553	6	243	9	140	34	319
LOC101112635	227	189	32	23	555	445	30	184	31	142	31	316
LOC101112384	0	0	3	3	0	13	0	0	0	0	0	0
LOC101112122	0	13	0	0	0	8	0	0	0	0	0	0
TCEANC	20	8	18	2	1	12	10	15	4	10	15	2
LOC105605919	6	0	0	0	19	0	1	0	3	75	0	0
LOC105605918	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111616	0	0	0	0	2	0	0	0	0	0	0	0
LOC101111083	0	0	0	0	0	0	3	10	94	1316	0	0
LOC105605916	2	54	72	187	81	68	112	78	0	6	63	32
LOC101110828	3802	5251	1499	978	5055	2120	2848	1234	43	249	1422	1605
LOC105601913	0	0	16	0	32	0	0	0	0	18	0	0
SLC2A4RG	0	25	17	5	0	0	4	6	4	18	6	10
LOC101109783	0	0	0	0	0	0	0	0	0	0	0	0
LOC101109524	0	0	2	0	0	18	0	4	3	0	0	0
LOC105605915	3863	3724	706	497	3830	1986	2826	1872	58	287	770	3667
LOC106992028	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108295	2	8	25	12	4	2	10	15	0	0	2	2
LOC101108035	903	2117	11203	11065	107	721	7414	6569	16	712	16022	3362
LOC101107771	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107507	67	40	197	60	47	81	142	113	6	193	123	40
LOC101107261	0	0	0	0	0	0	5	8	0	0	0	0
LOC105605914	0	0	0	0	0	0	0	0	0	0	0	0
MCP1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605912	0	0	30	7	0	14	11	6	0	7	32	2
LOC105609077	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992027	0	0	0	1	0	15	0	0	0	0	1	0
LOC105605910	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605909	0	0	2	0	3	26	0	0	0	0	2	1
LOC101106241	31	32	12	0	7	17	0	3	0	2	0	25
ABCB1	24	11	598	667	153	121	1502	1016	0	17	187	212
LOC105605908	0	0	0	0	0	0	0	0	0	0	0	0
LOC101105316	0	0	2	8	1	30	0	19	0	0	0	0
LOC101105730	2	0	0	0	0	0	0	0	0	0	0	0
PNP	19031	8524	9321	8905	5194	6404	1289	2350	332	4154	7569	8285
LOC101104817	2	0	0	1	2	0	0	0	0	0	0	0
LOC106992026	0	0	0	0	0	0	0	0	0	0	0	0
CFH	0	0	0	0	2	3	0	0	1	0	0	0
LOC105605905	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104306	92	28	564	838	49	85	545	382	0	44	283	303
LOC101104052	0	2	0	0	0	0	0	0	0	0	0	0
EP4D	0	0	0	6	4	0	2	0	0	0	2	0
LOC105601851	18	0	0	0	2	0	0	0	0	0	0	1
LOC101103548	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992025	0	0	0	0	2	0	17	0	0	0	0	0
LOC105605903	0	4	0	0	0	0	0	0	0	0	0	0
LOC106990728	0	0	0	0	0	0	0	0	0	0	0	0
TSSK2	0	0	9	6	0	12	0	1	0	0	4	0
LOC105605902	0	0	0	6	1	0	15	0	0	1	67	0
LOC105605901	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102298	0	47	9	14	0	0	5	13	0	88	23	0
LOC105605899	2	0	0	0	0	0	1	0	0	1	0	0
LOC105605898	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605896	1	0	0	0	0	0	0	0	0	1	0	0
LOC105605895	0	0	1	0	0	0	0	0	3	6	1	0
LOC101102048	0	0	1	0	0	1	0	1	0	0	0	0
LOC101123615	0	0	0	0	0	0	0	0	0	0	0	0
LOC101123358	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605893	532	382	393	294	717	332	198	370	29	96	170	585
LOC101122845	0	0	0	0	8	1	0	0	0	0	0	0
LOC105605892	12	16	39	18	4	1	26	61	0	2	6	22
LOC105605891	17	89	139	92	0	4	165	77	2	16	349	111
LOC101122584	8	1	30	81	3	5	47	78	6	15	34	43
LOC101122338	0	0	0	0	0	0	0	0	0	0	0	0
LOC101122088	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605889	0	0	0	0	0	1	0	0	0	0	0	0
LOC101121837	0	0	0	0	0	0	0	0	0	0	0	0
LOC105614374	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605887	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120815	43	0	7	47	23	65	0	0	0	19	0	9
CYP11B1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120062	0	0	0	7	0	0	7	0	102	1438	32	0
LOC101119801	0	0	0	0	0	0	0	0	0	0	0	12
LOC105605886	14759	8172	2200	3567	9006	5530	2658	3562	527	2452	1002	3282
LOC105605885	1	0	0	0	0	0	0	0	0	0	0	0
LOC101119026	0	0	0	0	0	0	0	0	0	0	0	0
LOC101118768	0	0	0	0	4	0	0	0	0	0	0	0
LOC105605884	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605882	0	0	0	0	0	0	0	2	0	0	7	0
LOC101118514	18	22	1	0	0	0	4	0	0	0	3	0
LOC101118343	0	0	0	0	1	0	0	0	0	0	0	0
LOC101118091	0	0	2	0	0	0	4	2	0	0	45	0
LOC101117831	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117573	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605880	0	0	6	2	0	0	6	0	0	0	2	0
LOC105605879	0	0	0	1	0	0	0	0	0	0	0	2
LOC101117316	0	0	0	0	0	0	1	0	0	0	0	0
LOC101117062	0	0	0	0	0	0	1	2	0	0	0	0
LOC105605878	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116551	0	0	0	0	0	0	3	0	0	0	0	0
LOC101116295	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992024	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992023	916	2229	3671	3795	909	1048	7918	3173	14	20	6497	3026
LOC101115773	1799	1416	3108	2063	2241	1477	10507	4619	1590	8984	3217	1658
LOC106990623	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115264	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114501	22	0	0	0	0	0	0	0	0	0	0	0
NPFFR2	146	290	146	128	78	243	40	80	0	0	90	415
LOC101113997	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113738	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605876	0	0	0	2	0	0	0	0	4	1	0	0
LOC101113474	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605873	0	0	0	0	0	0	0	0	0	3	0	3
LOC106990115	0	12	8	12	9	0	12	0	0	0	0	0
LOC105605871	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605870	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112961	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605869	0	1	0	0	2	0	0	0	106	267	0	0
CRIP2	3	40	93	77	8	4	51	96	2	156	31	24
LOC101112462	3	0	52	53	0	23	40	21	0	79	61	2
LOC105605868	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605867	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112205	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111946	0	0	0	0	0	0	0	0	2	0	1	1
S100A14	58	0	115	119	32	0	178	14	1293	9635	116	85
S100A13	0	0	4	4	0	0	0	1	0	0	0	0
LOC101110917	0	0	0	2	0	0	0	0	0	0	2	0
LOC105605865	0	0	0	0	0	0	0	0	0	0	0	0
LOC105613972	129	89	80	4	52	68	2	2	0	0	41	16
LOC105605864	739	640	3253	1335	907	468	2813	1151	209	1138	2458	1535
LOC105605863	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992022	0	0	0	0	0	0	0	0	0	0	0	0
LOC101110131	812	218	662	778	616	245	2184	867	39	228	252	995
LOC106990272	790	289	11	0	186	0	97	55	125	64	628	153
LOC105605861	5	10	0	8	4	3	24	4	15	4	3	1
RASSF1	0	0	0	0	4	8	0	0	0	4	0	6
LOC101109601	0	0	0	0	0	14	0	0	0	0	0	0
LOC101109342	0	0	0	0	0	0	0	0	0	0	31	0
LOC105605859	0	0	0	0	0	0	0	0	0	0	0	0
LOC101109079	1584	3449	612	836	2006	659	2215	924	41	352	638	1576
LOC105605858	0	0	1	0	0	0	0	0	5	71	0	0
LOC106992021	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108817	0	0	0	0	0	0	16	0	0	0	0	0
LOC105605857	857	332	626	940	495	396	312	549	24	69	258	828
LOC101108556	0	0	3	4	0	51	0	0	0	0	1	7
LOC101108294	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605855	4	0	0	0	0	2	0	0	1	0	0	0
LOC106990161	0	0	0	0	1	0	0	0	0	0	11	0
LOC105605854	0	0	0	0	0	0	0	0	2	49	25	0
LOC105605853	0	0	0	0	0	0	0	0	0	12	0	0
LOC101108034	0	0	0	0	0	0	8	2	21	13	0	0
LOC101107770	521	581	83	198	445	356	106	299	24	58	171	247
LOC101107506	0	0	0	0	2	0	0	0	0	0	0	0
LOC101107260	0	4	10	44	0	9	12	66	36	168	23	4
LOC105605852	176	934	408	193	117	392	171	468	1093	9644	323	382
LOC105605851	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107003	0	0	0	0	0	2	0	0	0	0	0	0
LOC106992020	1	2	0	0	0	0	2	1	0	0	0	3
LOC443442	0	5	23	4	0	1	17	17	0	0	0	2
LOC101106314	3	2	0	0	2	1	0	1	1	15	2	0
LOC105605850	0	0	0	0	0	0	0	0	0	0	0	0
LOC101106064	85	61	89	46	17	4	90	86	0	0	65	0
LOC101105809	4	0	7	13	1	1	0	0	1	7	14	2
LOC101105561	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605849	0	0	0	0	0	0	0	2	0	0	1	0
LOC105605848	0	0	0	0	0	0	0	0	0	0	0	0
LOC101105315	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992019	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104816	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104384	0	0	44	11	1	0	40	20	0	4	101	9
LOC101104135	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103883	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103633	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103385	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992018	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605846	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102132	5	4	6	3	5	1	8	6	0	2	64	53
LOC106992017	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605845	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990666	0	0	35	0	0	4	2	2	0	0	3	0
LOC101101878	4	33	0	2	1	0	18	1	0	1	18	0
LOC105605844	0	6	37	10	122	4	118	36	4	22	214	96
LOC101123196	124	229	1665	2178	18	47	737	936	0	98	2129	610
LOC101122934	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992016	18	46	26	347	2	23	258	15	0	0	9	157
LOC101122678	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121410	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121923	0	0	0	0	4	0	0	0	0	0	0	0
LOC101121159	0	0	0	0	1	0	0	0	0	0	0	0
LOC106992014	0	4	0	0	0	2	0	0	0	0	0	0
LOC101120904	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992015	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605832	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605833	0	0	0	39	0	0	0	0	0	0	4	0
LOC105605834	0	77	1	13	84	5	1	2	29	71	0	0
LOC105605831	0	1	0	0	0	1	0	0	0	0	2	0
LOC101120395	6	0	0	0	0	0	0	0	0	48	0	0
LOC105605830	0	0	0	4	0	0	2	0	0	0	0	0
LOC101119380	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119122	0	2	0	0	0	0	0	0	0	0	0	0
LOC101120151	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119891	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119626	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605829	0	0	0	0	0	0	0	0	0	0	0	2
LOC106992013	0	0	0	5	1	0	7	6	0	0	0	0
LOC106992012	4	0	0	2	0	0	0	6	0	0	1	0
LOC105605827	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117830	0	0	0	0	0	1	0	0	0	0	0	0
LOC101117572	0	0	0	0	2	0	0	0	0	0	0	0
PLCXD1	0	0	0	0	0	0	7	5	1	16	6	0
GTPBP6	0	124	80	21	7	0	0	0	87	640	101	37
LOC105605825	0	1	0	7	0	0	0	0	1	84	3	0
LOC101116812	6	10	94	61	0	12	34	39	1	3	49	28
LOC101116294	0	0	0	0	0	0	0	0	4	0	0	0
LOC101116030	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605824	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115772	0	0	0	0	0	0	0	20	0	0	4	10
LOC101115352	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115103	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605823	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114852	1	0	0	1	0	3	0	0	0	0	0	0
LOC101114595	0	5	0	2	0	1	0	0	0	0	0	1
LOC101114089	77	474	274	480	122	95	178	518	0	0	104	188
LOC105612642	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113831	17	0	14	45	0	22	0	24	0	7	20	0
GRIN1	0	0	1	0	0	0	1	0	0	0	0	4
LOC105605822	0	0	8	0	0	0	0	7	0	11	1	10
MAN1B1	0	0	0	0	0	1	0	1	1	0	1	0
LOC105605820	0	0	0	0	0	0	0	0	0	0	0	0
LOC105612850	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112797	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112548	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112298	0	2	5	0	0	0	0	0	0	83	0	0
LOC105605819	16	0	60	23	0	0	2	20	39	167	26	3
LOC105605818	5	0	4	26	3	2	49	17	61	82	6	42
LOC101112038	30	79	1	0	0	0	15	0	0	0	15	0
LOC106990745	226	770	481	611	825	824	1040	959	49	72	252	736
LOC101111529	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992010	0	0	4	0	0	0	0	0	0	0	0	0
LOC101111004	0	0	0	0	0	0	8	0	0	0	0	0
LOC105605814	0	0	0	0	2	0	0	0	0	0	0	0
LOC101110486	0	0	0	0	0	0	0	0	0	0	0	0
PHPT1	0	0	1	0	0	0	0	3	6	36	1	0
LOC101109683	0	0	0	0	4	0	0	0	0	0	0	0
LOC101109425	0	0	0	0	0	2	0	0	25	2	0	0
LOC101108897	2	0	0	2	3	5	0	0	0	0	0	2
LOC101108638	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108374	0	1	26	12	0	0	10	17	0	1	27	7
LOC101108115	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107851	782	764	2185	180	1174	1032	23	1055	3	23	3295	1556
LOC105605811	2	0	0	0	0	0	0	0	0	0	0	0
LOC106992009	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107340	0	0	0	0	2	0	1	0	0	0	4	0
LOC101107080	0	0	134	116	0	29	174	54	0	15	101	32
LOC101106575	0	0	14	0	2	0	0	0	0	0	12	11
LOC105605810	0	0	0	0	0	0	0	0	0	22	0	15
LOC105605809	92	71	217	85	115	132	196	317	2	65	94	344
LOC101106063	166	35	956	1797	28	9	583	975	0	13	1235	863
LOC101105560	0	0	0	2	49	0	0	0	0	0	0	30
LOC101105314	0	0	0	0	0	0	0	0	0	6	0	0
TRNAG-CCC	70	31	18	25	10	25	4	7	4	19	23	15
LOC105605808	2013	1256	1359	1261	1422	1856	1542	1630	244	701	1751	1514
LOC101104893	0	0	9	1	0	10	0	0	0	0	20	16
LOC101104643	0	0	0	0	28	0	0	0	0	0	0	2
LOC105605807	0	0	3	13	0	0	4	3	0	0	0	1
LOC101104133	6	0	23	7	0	0	51	69	8	24	70	4
LOC101103631	59	0	214	203	0	86	99	140	4	56	173	50
LOC105605805	0	4	4	8	0	0	0	0	0	0	2	7
LOC101103383	182	265	14	1730	10	707	0	1508	0	0	1224	1445
LOC101103134	0	0	0	0	0	0	11	0	0	0	0	0
LOC101102883	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992007	0	1	0	0	0	6	0	0	0	7	0	0
GML	0	0	7	0	0	11	35	5	0	52	0	0
LOC101102377	10	0	0	0	0	0	0	0	0	0	0	0
LOC106990160	0	0	1	0	0	0	2	0	0	0	0	0
LOC101101876	0	0	0	0	8	0	0	0	0	0	0	0
LOC101123451	0	0	8	0	0	0	619	22	0	0	159	0
LOC101123194	0	0	0	0	0	0	0	0	9	0	0	0
LOC101122932	821	2973	4198	7524	1155	1111	4600	3955	14	376	2138	1179
LOC105605802	0	0	10	0	4	58	1	0	6	39	0	3
LOC105605801	2	0	17	16	10	1	54	34	0	0	0	4
LOC106990725	0	0	0	0	0	0	0	0	0	0	0	0
TMEM185A	698	1208	3116	5713	164	335	4112	2815	6	242	3986	1876
LOC101121666	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605800	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121157	2232	2887	3911	283	3560	2150	469	2831	1149	7385	8298	3368
LOC101120902	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120643	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120393	4	0	0	0	14	0	0	0	0	0	0	1
LOC105605799	3	2	3	9	14	4	9	23	0	0	10	2
LOC106992006	6673	4087	23325	25554	9258	12521	246	16607	9	17	24622	43652
LOC101119889	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605798	0	1	136	233	86	28	139	16	4	0	2	381
LOC101119624	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605794	0	0	0	6	0	14	4	0	18	28	6	2
RHOT2	70	758	402	129	19	68	108	377	73	1360	146	202
LOC105605793	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605792	0	0	0	0	0	0	0	0	0	0	0	0
LOC101118857	0	0	0	0	0	0	0	0	0	0	0	0
LOC101118594	0	0	19	0	0	0	3	0	0	0	57	6
LOC105605791	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990686	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117828	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605790	0	0	0	0	0	0	0	0	0	0	0	1
LOC101117313	14	0	0	0	0	0	0	0	0	0	0	0
LOC101117059	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116548	516	271	1185	400	126	204	444	832	48	324	2984	1898
LOC101116292	0	0	0	0	0	0	0	0	0	0	0	0
GNLY	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115518	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115262	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115009	0	0	1	4	0	0	0	0	2	37	0	2
LOC105605785	0	4	0	1	0	1	2	0	2	14	0	0
LOC101114758	0	0	0	26	0	0	1	0	0	0	0	19
LOC101114499	26	342	60	16	4	18	5	20	0	24	55	96
LOC443475	23	141	54	40	1	13	0	8	0	33	79	77
LOC105605783	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113995	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113736	0	0	0	0	6	0	0	0	0	0	0	8
LOC101113472	62	22	115	33	78	76	94	97	13	14	75	119
LOC101113211	0	0	482	265	0	106	364	240	0	6	2	238
LOC106992004	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605781	0	0	0	0	0	4	0	0	0	0	0	0
LOC105605780	0	0	0	0	0	0	0	6	0	0	0	0
LOC106992003	578	791	125	121	663	515	789	246	3	17	101	852
LOC101112959	11119	9847	2287	1279	10057	7017	2261	3467	330	1763	1991	4109
LOC101112460	89	109	821	889	193	173	1671	1025	0	32	559	594
LOC106990275	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111944	0	0	2	5	0	0	0	0	0	0	2	0
LOC101111695	14	1	22	9	3	5	0	31	0	6	0	1
LOC101111433	0	0	0	0	2	8	0	1	0	0	0	0
LOC105605777	73	22	1	0	34	0	3	2	0	1	0	0
ABCA2	0	0	67	79	0	0	40	84	0	0	30	80
NPDC1	4	0	14	0	5	13	23	4	0	2	48	24
ENTPD2	0	0	21	0	0	0	0	6	1	35	0	2
LOC105605775	0	6	25	88	0	0	30	91	40	85	90	52
LOC101110658	0	0	2	8	0	0	0	6	0	0	0	0
LOC101110399	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992002	0	0	0	0	0	0	0	0	0	0	0	0
LOC101109599	0	0	0	2	0	0	1	2	0	0	1	0
LOC105605773	0	0	0	0	0	0	0	0	0	0	1	0
LOC101109077	75	0	226	41	36	35	0	0	0	0	361	192
LOC105605772	50	0	0	47	25	6	3	7	0	2	0	5
LOC106992001	0	0	0	13	0	0	6	0	5	0	106	0
LOC101108554	0	0	0	0	0	0	0	0	0	0	0	9
LOC101108292	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108032	6	57	9	0	40	35	4	18	2	2	11	13
LOC101107504	0	2	0	0	0	9	0	0	10	200	0	0
LOC101107001	0	0	6	7	0	0	0	0	0	0	0	0
LOC105614568	0	0	0	0	0	0	0	0	0	0	0	0
LOC101106498	1	1	45	0	0	0	0	31	6	1	1	5
LOC105605771	0	0	0	0	0	0	0	0	0	0	0	0
LOC101105728	0	0	8	1	0	0	20	0	0	0	97	32
LOC105613787	0	1	0	0	0	0	0	0	0	0	0	0
LOC105605770	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104465	0	0	0	0	1	0	0	0	0	0	0	0
LOC101104970	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104213	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104723	0	0	0	0	0	2	0	0	0	0	0	0
LOC101104051	2298	565	287	21	1206	623	53	29	218	1351	26	42
LOC101103794	0	0	0	0	0	0	0	1	0	0	0	0
LOC101103547	0	0	0	0	2	0	0	0	0	0	0	200
LOC105605768	0	0	17	5	0	2	18	6	0	0	23	0
LOC105605767	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103050	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103304	0	0	3	0	0	0	3	0	0	0	3	0
LOC101102796	2	0	1	0	0	0	9	3	0	0	0	0
LOC101102549	12	6	22	22	21	11	29	39	2	11	13	8
LOC105605766	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102047	0	0	60	2	0	53	0	0	1	68	127	0
UGT1A9	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A6	0	1	0	0	0	0	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A3	0	0	0	0	0	0	0	0	0	0	1	0
UGT1A1	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990771	0	0	0	0	0	0	0	0	0	0	0	0
LOC101122337	0	0	0	0	0	0	0	0	0	0	0	0
LOC101122087	0	0	0	0	4	14	0	2	0	0	0	0
LOC101121836	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121581	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121328	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121077	2	0	0	0	0	0	0	0	0	0	0	0
LOC101120814	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120558	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120309	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120061	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119800	2	0	0	0	1	1	0	0	0	0	0	0
LOC106992000	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119287	1448	1266	725	487	1579	851	301	632	33	284	2757	1713
LOC101119025	0	0	0	1	0	0	0	0	0	0	0	0
LOC106991999	16	0	2	0	0	0	0	0	8	13	0	0
LOC101118767	6	0	17	9	0	0	0	0	6	0	0	0
LOC105605763	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605761	0	0	4	2	0	0	0	0	0	0	0	0
LOC443441	0	20	5	37	9	13	9	30	0	0	78	14
LOC101117998	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117738	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117483	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605760	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116970	0	0	1	0	0	0	0	0	0	0	0	0
LOC101116713	0	0	2	0	0	0	0	0	0	0	0	1
LOC101116461	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115440	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115194	0	0	0	6	0	1	0	0	0	0	0	0
LOC105605759	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605758	0	0	0	0	66	0	10	0	0	0	0	0
LOC106990727	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114177	0	0	0	0	0	0	0	0	0	0	0	0
LOC101105526	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113921	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113398	0	0	0	3	0	0	0	0	0	0	0	0
LOC105605755	0	0	3	21	2	0	15	17	0	0	5	22
LOC101113136	0	4	6	12	6	2	0	11	0	0	4	6
LOC105605752	1126	1728	2047	693	973	1309	3227	959	140	1291	1356	1135
LOC106990152	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112459	0	0	0	0	0	0	0	0	0	8	0	4
LOC101112202	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111943	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605750	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111694	6	4	5	1	0	1	1	0	0	22	11	4
LOC105605749	4	12	13	4	8	1	20	7	5	37	36	6
LOC101111432	29	61	144	287	24	27	150	51	4	19	80	129
LOC101111168	0	0	0	0	4	2	0	0	0	0	0	0
BSP5L	0	0	0	0	0	0	0	0	0	0	0	0
LOC101110657	319	2014	4334	4163	1118	706	8186	3877	4	2	3899	2212
